state,action,reward,next_state,done
"[ 0.84112512 -1.23808258  2.          2.         27.          4.
  1.         -0.70420055 -0.11653731 -1.01613007  1.        ]",27.0,0.49193496351272803,"[ 0.84112512  0.87928502  0.          1.         46.          2.
  1.         -0.70420055  0.60073358 -1.01613007  1.        ]",0
"[ 0.84112512  0.87928502  0.          1.         46.          2.
  1.         -0.70420055  0.60073358 -1.01613007  1.        ]",46.0,0.49193496351272803,"[ 0.84112512  0.87928502  1.          1.         45.          2.
  3.          0.71770868 -0.76336195 -1.01613007  1.        ]",0
"[ 0.84112512  0.87928502  1.          1.         45.          2.
  3.          0.71770868 -0.76336195 -1.01613007  1.        ]",45.0,0.49193496351272803,"[ 0.84112512 -1.04559462  1.          1.         20.          0.
  3.         -1.41515516 -0.30866344 -1.01613007  1.        ]",0
"[ 0.84112512 -1.04559462  1.          1.         20.          0.
  3.         -1.41515516 -0.30866344 -1.01613007  1.        ]",20.0,0.49193496351272803,"[ 0.84112512 -1.04559462  1.          1.         20.          0.
  3.         -1.41515516 -0.30866344 -1.01613007  1.        ]",1
"[ 0.85834982 -1.43057055  0.          2.         14.          2.
  1.          1.4286633   0.3381612  -1.01613007  1.        ]",14.0,0.49193496351272803,"[ 0.85834982 -0.0831548   2.          0.          4.          0.
  0.          0.00675407 -0.16136674 -1.01613007  1.        ]",0
"[ 0.85834982 -0.0831548   2.          0.          4.          0.
  0.          0.00675407 -0.16136674 -1.01613007  1.        ]",4.0,0.49193496351272803,"[ 0.85834982 -0.0831548   2.          2.         15.          4.
  3.         -0.70420055 -0.03968685 -1.01613007  1.        ]",0
"[ 0.85834982 -0.0831548   2.          2.         15.          4.
  3.         -0.70420055 -0.03968685 -1.01613007  1.        ]",15.0,0.49193496351272803,"[ 0.85834982 -1.04559462  1.          1.         10.          1.
  2.         -1.41515516 -1.17323103 -1.01613007  1.        ]",0
"[ 0.85834982 -1.04559462  1.          1.         10.          1.
  2.         -1.41515516 -1.17323103 -1.01613007  1.        ]",10.0,0.49193496351272803,"[ 0.85834982  0.10933316  2.          2.         44.          2.
  2.          1.4286633  -1.05795535 -1.01613007  1.        ]",0
"[ 0.85834982  0.10933316  2.          2.         44.          2.
  2.          1.4286633  -1.05795535 -1.01613007  1.        ]",44.0,0.49193496351272803,"[ 0.85834982 -1.04559462  2.          0.         13.          2.
  2.         -1.41515516 -1.34614455  0.98412598  2.        ]",0
"[ 0.85834982 -1.04559462  2.          0.         13.          2.
  2.         -1.41515516 -1.34614455  0.98412598  2.        ]",13.0,2.4920629880939718,"[ 0.85834982  0.87928502  0.          1.          9.          4.
  3.         -0.70420055  0.99779426  0.98412598  2.        ]",0
"[ 0.85834982  0.87928502  0.          1.          9.          4.
  3.         -0.70420055  0.99779426  0.98412598  2.        ]",9.0,2.4920629880939718,"[ 0.85834982  0.87928502  0.          1.          9.          4.
  3.         -0.70420055  0.99779426  0.98412598  2.        ]",1
"[ 0.87557452  1.26426095  0.          1.         38.          3.
  0.          1.4286633  -0.26383401 -1.01613007  1.        ]",38.0,0.49193496351272803,"[ 0.87557452 -0.85310666  1.          2.          0.          3.
  0.          1.4286633  -1.21165626 -1.01613007  1.        ]",0
"[ 0.87557452 -0.85310666  1.          2.          0.          3.
  0.          1.4286633  -1.21165626 -1.01613007  1.        ]",0.0,0.49193496351272803,"[8.75574521e-01 1.07177298e+00 2.00000000e+00 2.00000000e+00
 1.10000000e+01 4.00000000e+00 0.00000000e+00 6.75406885e-03
 3.31757000e-01 9.84125976e-01 2.00000000e+00]",0
"[8.75574521e-01 1.07177298e+00 2.00000000e+00 2.00000000e+00
 1.10000000e+01 4.00000000e+00 0.00000000e+00 6.75406885e-03
 3.31757000e-01 9.84125976e-01 2.00000000e+00]",11.0,2.4920629880939718,"[8.75574521e-01 4.94309091e-01 2.00000000e+00 0.00000000e+00
 1.20000000e+01 3.00000000e+00 0.00000000e+00 6.75406885e-03
 4.27820065e-01 9.84125976e-01 2.00000000e+00]",0
"[8.75574521e-01 4.94309091e-01 2.00000000e+00 0.00000000e+00
 1.20000000e+01 3.00000000e+00 0.00000000e+00 6.75406885e-03
 4.27820065e-01 9.84125976e-01 2.00000000e+00]",12.0,2.4920629880939718,"[ 0.87557452 -1.04559462  0.          1.         38.          3.
  3.         -1.41515516  0.66477563 -1.01613007  1.        ]",0
"[ 0.87557452 -1.04559462  0.          1.         38.          3.
  3.         -1.41515516  0.66477563 -1.01613007  1.        ]",38.0,0.49193496351272803,"[ 0.87557452 -0.27564276  1.          2.         23.          1.
  3.         -1.41515516 -0.63527786  0.98412598  0.        ]",0
"[ 0.87557452 -0.27564276  1.          2.         23.          1.
  3.         -1.41515516 -0.63527786  0.98412598  0.        ]",23.0,0.492062988093972,"[ 0.87557452 -1.23808258  2.          2.         41.          1.
  0.         -0.70420055 -1.60871693 -1.01613007  1.        ]",0
"[ 0.87557452 -1.23808258  2.          2.         41.          1.
  0.         -0.70420055 -1.60871693 -1.01613007  1.        ]",41.0,0.49193496351272803,"[ 0.87557452  1.07177298  1.          2.         40.          1.
  3.          1.4286633   1.57417265 -1.01613007  1.        ]",0
"[ 0.87557452  1.07177298  1.          2.         40.          1.
  3.          1.4286633   1.57417265 -1.01613007  1.        ]",40.0,0.49193496351272803,"[ 0.87557452 -0.0831548   1.          1.         21.          0.
  1.         -1.41515516  0.05637621 -1.01613007  1.        ]",0
"[ 0.87557452 -0.0831548   1.          1.         21.          0.
  1.         -1.41515516  0.05637621 -1.01613007  1.        ]",21.0,0.49193496351272803,"[ 0.87557452  0.49430909  0.          1.         38.          4.
  2.         -0.70420055 -0.45596014  0.98412598  0.        ]",0
"[ 0.87557452  0.49430909  0.          1.         38.          4.
  2.         -0.70420055 -0.45596014  0.98412598  0.        ]",38.0,0.492062988093972,"[ 0.87557452  0.87928502  1.          2.          5.          0.
  2.          0.71770868 -1.33333614 -1.01613007  1.        ]",0
"[ 0.87557452  0.87928502  1.          2.          5.          0.
  2.          0.71770868 -1.33333614 -1.01613007  1.        ]",5.0,0.49193496351272803,"[ 0.87557452  0.49430909  1.          1.         39.          3.
  0.         -1.41515516  1.32440868  0.98412598  0.        ]",0
"[ 0.87557452  0.49430909  1.          1.         39.          3.
  0.         -1.41515516  1.32440868  0.98412598  0.        ]",39.0,0.492062988093972,"[ 0.87557452  1.64923687  2.          2.          1.          0.
  2.          0.71770868 -0.24462139 -1.01613007  1.        ]",0
"[ 0.87557452  1.64923687  2.          2.          1.          0.
  2.          0.71770868 -0.24462139 -1.01613007  1.        ]",1.0,0.49193496351272803,"[ 0.87557452  1.64923687  2.          2.          1.          0.
  2.          0.71770868 -0.24462139 -1.01613007  1.        ]",1
"[ 0.89279922 -0.46813073  2.          2.         48.          4.
  3.          1.4286633  -0.71212831  0.98412598  2.        ]",48.0,2.4920629880939718,"[ 0.89279922  0.30182113  2.          1.          2.          2.
  1.         -1.41515516 -1.21806046  0.98412598  0.        ]",0
"[ 0.89279922  0.30182113  2.          1.          2.          2.
  1.         -1.41515516 -1.21806046  0.98412598  0.        ]",2.0,0.492062988093972,"[ 0.89279922  1.26426095  0.          2.         26.          0.
  2.          0.71770868 -0.16136674 -1.01613007  1.        ]",0
"[ 0.89279922  1.26426095  0.          2.         26.          0.
  2.          0.71770868 -0.16136674 -1.01613007  1.        ]",26.0,0.49193496351272803,"[ 0.89279922 -0.0831548   1.          1.         20.          0.
  0.         -1.41515516 -1.41018659  0.98412598  2.        ]",0
"[ 0.89279922 -0.0831548   1.          1.         20.          0.
  0.         -1.41515516 -1.41018659  0.98412598  2.        ]",20.0,2.4920629880939718,"[ 0.89279922  1.64923687  2.          1.         15.          2.
  0.         -1.41515516  0.70960506  0.98412598  0.        ]",0
"[ 0.89279922  1.64923687  2.          1.         15.          2.
  0.         -1.41515516  0.70960506  0.98412598  0.        ]",15.0,0.492062988093972,"[ 0.89279922  1.45674891  2.          1.         48.          1.
  1.          1.4286633   0.83128494 -1.01613007  1.        ]",0
"[ 0.89279922  1.45674891  2.          1.         48.          1.
  1.          1.4286633   0.83128494 -1.01613007  1.        ]",48.0,0.49193496351272803,"[ 0.89279922 -1.23808258  1.          1.         38.          3.
  0.         -0.70420055 -1.07076376  0.98412598  2.        ]",0
"[ 0.89279922 -1.23808258  1.          1.         38.          3.
  0.         -0.70420055 -1.07076376  0.98412598  2.        ]",38.0,2.4920629880939718,"[ 0.89279922 -0.85310666  0.          1.         47.          2.
  0.          0.71770868 -0.06530367 -1.01613007  1.        ]",0
"[ 0.89279922 -0.85310666  0.          1.         47.          2.
  0.          0.71770868 -0.06530367 -1.01613007  1.        ]",47.0,0.49193496351272803,"[ 0.89279922 -0.27564276  0.          2.         41.          3.
  1.          1.4286633  -0.04609106 -1.01613007  1.        ]",0
"[ 0.89279922 -0.27564276  0.          2.         41.          3.
  1.          1.4286633  -0.04609106 -1.01613007  1.        ]",41.0,0.49193496351272803,"[ 0.89279922  1.45674891  1.          2.         22.          2.
  3.          1.4286633  -0.87223342 -1.01613007  1.        ]",0
"[ 0.89279922  1.45674891  1.          2.         22.          2.
  3.          1.4286633  -0.87223342 -1.01613007  1.        ]",22.0,0.49193496351272803,"[ 0.89279922 -0.85310666  0.          1.         17.          3.
  3.         -1.41515516 -0.4047265   0.98412598  2.        ]",0
"[ 0.89279922 -0.85310666  0.          1.         17.          3.
  3.         -1.41515516 -0.4047265   0.98412598  2.        ]",17.0,2.4920629880939718,"[ 0.89279922  1.26426095  0.          1.         39.          4.
  3.          1.4286633  -1.54467488  0.98412598  0.        ]",0
"[ 0.89279922  1.26426095  0.          1.         39.          4.
  3.          1.4286633  -1.54467488  0.98412598  0.        ]",39.0,0.492062988093972,"[ 0.89279922  1.26426095  0.          0.          4.          1.
  1.          1.4286633  -0.29585503 -1.01613007  1.        ]",0
"[ 0.89279922  1.26426095  0.          0.          4.          1.
  1.          1.4286633  -0.29585503 -1.01613007  1.        ]",4.0,0.49193496351272803,"[ 0.89279922  0.87928502  1.          2.         47.          4.
  0.         -1.41515516  1.6510231  -1.01613007  1.        ]",0
"[ 0.89279922  0.87928502  1.          2.         47.          4.
  0.         -1.41515516  1.6510231  -1.01613007  1.        ]",47.0,0.49193496351272803,"[ 0.89279922 -1.23808258  1.          0.         10.          4.
  1.          0.71770868 -1.46142023  0.98412598  0.        ]",0
"[ 0.89279922 -1.23808258  1.          0.         10.          4.
  1.          0.71770868 -1.46142023  0.98412598  0.        ]",10.0,0.492062988093972,"[ 0.89279922 -1.23808258  1.          0.         10.          4.
  1.          0.71770868 -1.46142023  0.98412598  0.        ]",1
"[ 0.91002392  0.49430909  1.          2.         48.          2.
  0.         -0.70420055  0.64556301 -1.01613007  1.        ]",48.0,0.49193496351272803,"[ 0.91002392 -0.66061869  0.          2.         14.          3.
  0.          1.4286633   0.3253528  -1.01613007  1.        ]",0
"[ 0.91002392 -0.66061869  0.          2.         14.          3.
  0.          1.4286633   0.3253528  -1.01613007  1.        ]",14.0,0.49193496351272803,"[9.10023920e-01 1.09333163e-01 2.00000000e+00 2.00000000e+00
 4.60000000e+01 2.00000000e+00 3.00000000e+00 6.75406885e-03
 7.73647102e-01 9.84125976e-01 2.00000000e+00]",0
"[9.10023920e-01 1.09333163e-01 2.00000000e+00 2.00000000e+00
 4.60000000e+01 2.00000000e+00 3.00000000e+00 6.75406885e-03
 7.73647102e-01 9.84125976e-01 2.00000000e+00]",46.0,2.4920629880939718,"[ 0.91002392 -1.62305851  1.          1.          0.          2.
  1.         -0.70420055 -0.92346706  0.98412598  0.        ]",0
"[ 0.91002392 -1.62305851  1.          1.          0.          2.
  1.         -0.70420055 -0.92346706  0.98412598  0.        ]",0.0,0.492062988093972,"[ 0.91002392  0.68679705  1.          0.          3.          0.
  1.          0.71770868 -0.30225923 -1.01613007  1.        ]",0
"[ 0.91002392  0.68679705  1.          0.          3.          0.
  1.          0.71770868 -0.30225923 -1.01613007  1.        ]",3.0,0.49193496351272803,"[ 0.91002392  1.64923687  1.          1.         17.          2.
  2.         -1.41515516  0.88251858  0.98412598  0.        ]",0
"[ 0.91002392  1.64923687  1.          1.         17.          2.
  2.         -1.41515516  0.88251858  0.98412598  0.        ]",17.0,0.492062988093972,"[ 0.91002392 -0.27564276  1.          0.         25.          3.
  2.         -1.41515516 -1.25648569 -1.01613007  1.        ]",0
"[ 0.91002392 -0.27564276  1.          0.         25.          3.
  2.         -1.41515516 -1.25648569 -1.01613007  1.        ]",25.0,0.49193496351272803,"[ 0.91002392  1.64923687  0.          1.         46.          0.
  1.         -0.70420055 -1.14121001 -1.01613007  1.        ]",0
"[ 0.91002392  1.64923687  0.          1.         46.          0.
  1.         -0.70420055 -1.14121001 -1.01613007  1.        ]",46.0,0.49193496351272803,"[ 0.91002392 -0.27564276  1.          1.         14.          1.
  0.          1.4286633   1.66383151 -1.01613007  1.        ]",0
"[ 0.91002392 -0.27564276  1.          1.         14.          1.
  0.          1.4286633   1.66383151 -1.01613007  1.        ]",14.0,0.49193496351272803,"[ 0.91002392  0.49430909  1.          2.         19.          2.
  1.         -1.41515516  0.90173119 -1.01613007  1.        ]",0
"[ 0.91002392  0.49430909  1.          2.         19.          2.
  1.         -1.41515516  0.90173119 -1.01613007  1.        ]",19.0,0.49193496351272803,"[ 9.10023920e-01 -1.04559462e+00  2.00000000e+00  1.00000000e+00
  4.70000000e+01  2.00000000e+00  0.00000000e+00  6.75406885e-03
 -7.12128315e-01  9.84125976e-01  2.00000000e+00]",0
"[ 9.10023920e-01 -1.04559462e+00  2.00000000e+00  1.00000000e+00
  4.70000000e+01  2.00000000e+00  0.00000000e+00  6.75406885e-03
 -7.12128315e-01  9.84125976e-01  2.00000000e+00]",47.0,2.4920629880939718,"[ 9.10023920e-01  1.45674891e+00  0.00000000e+00  1.00000000e+00
  2.00000000e+01  0.00000000e+00  3.00000000e+00  6.75406885e-03
 -1.03874274e+00 -1.01613007e+00  1.00000000e+00]",0
"[ 9.10023920e-01  1.45674891e+00  0.00000000e+00  1.00000000e+00
  2.00000000e+01  0.00000000e+00  3.00000000e+00  6.75406885e-03
 -1.03874274e+00 -1.01613007e+00  1.00000000e+00]",20.0,0.49193496351272803,"[ 0.91002392 -0.85310666  2.          2.         29.          1.
  2.          1.4286633   0.49186211  0.98412598  0.        ]",0
"[ 0.91002392 -0.85310666  2.          2.         29.          1.
  2.          1.4286633   0.49186211  0.98412598  0.        ]",29.0,0.492062988093972,"[ 0.91002392 -0.85310666  2.          2.         29.          1.
  2.          1.4286633   0.49186211  0.98412598  0.        ]",1
"[ 0.92724862  0.49430909  0.          2.         18.          4.
  0.          1.4286633   0.02435519  0.98412598  2.        ]",18.0,2.4920629880939718,"[ 0.92724862 -0.0831548   2.          1.         13.          4.
  2.         -0.70420055 -1.62792954 -1.01613007  1.        ]",0
"[ 0.92724862 -0.0831548   2.          1.         13.          4.
  2.         -0.70420055 -1.62792954 -1.01613007  1.        ]",13.0,0.49193496351272803,"[ 0.92724862 -0.66061869  2.          2.         15.          2.
  2.          0.71770868 -0.60325684  0.98412598  2.        ]",0
"[ 0.92724862 -0.66061869  2.          2.         15.          2.
  2.          0.71770868 -0.60325684  0.98412598  2.        ]",15.0,2.4920629880939718,"[ 0.92724862 -0.0831548   1.          0.         32.          2.
  3.         -0.70420055 -0.88504183 -1.01613007  1.        ]",0
"[ 0.92724862 -0.0831548   1.          0.         32.          2.
  3.         -0.70420055 -0.88504183 -1.01613007  1.        ]",32.0,0.49193496351272803,"[ 0.92724862 -1.62305851  0.          0.          2.          0.
  0.          1.4286633   1.61900208  0.98412598  2.        ]",0
"[ 0.92724862 -1.62305851  0.          0.          2.          0.
  0.          1.4286633   1.61900208  0.98412598  2.        ]",2.0,2.4920629880939718,"[ 0.92724862  0.10933316  1.          1.         32.          2.
  1.         -0.70420055 -0.96189229  0.98412598  2.        ]",0
"[ 0.92724862  0.10933316  1.          1.         32.          2.
  1.         -0.70420055 -0.96189229  0.98412598  2.        ]",32.0,2.4920629880939718,"[ 9.27248619e-01 -8.53106655e-01  1.00000000e+00  1.00000000e+00
  1.50000000e+01  4.00000000e+00  0.00000000e+00  6.75406885e-03
  4.02203248e-01 -1.01613007e+00  1.00000000e+00]",0
"[ 9.27248619e-01 -8.53106655e-01  1.00000000e+00  1.00000000e+00
  1.50000000e+01  4.00000000e+00  0.00000000e+00  6.75406885e-03
  4.02203248e-01 -1.01613007e+00  1.00000000e+00]",15.0,0.49193496351272803,"[ 0.92724862  0.30182113  1.          2.         36.          1.
  1.          1.4286633   1.25396243  0.98412598  2.        ]",0
"[ 0.92724862  0.30182113  1.          2.         36.          1.
  1.          1.4286633   1.25396243  0.98412598  2.        ]",36.0,2.4920629880939718,"[ 0.92724862 -1.23808258  1.          2.         42.          0.
  0.         -0.70420055  1.02341107  0.98412598  2.        ]",0
"[ 0.92724862 -1.23808258  1.          2.         42.          0.
  0.         -0.70420055  1.02341107  0.98412598  2.        ]",42.0,2.4920629880939718,"[ 0.92724862 -0.46813073  1.          1.         28.          0.
  2.          0.71770868  1.01700687  0.98412598  2.        ]",0
"[ 0.92724862 -0.46813073  1.          1.         28.          0.
  2.          0.71770868  1.01700687  0.98412598  2.        ]",28.0,2.4920629880939718,"[ 0.92724862  0.30182113  0.          0.         16.          2.
  2.         -0.70420055 -0.9811049   0.98412598  2.        ]",0
"[ 0.92724862  0.30182113  0.          0.         16.          2.
  2.         -0.70420055 -0.9811049   0.98412598  2.        ]",16.0,2.4920629880939718,"[ 0.92724862 -1.62305851  2.          2.         30.          3.
  3.          0.71770868 -1.01312592 -1.01613007  1.        ]",0
"[ 0.92724862 -1.62305851  2.          2.         30.          3.
  3.          0.71770868 -1.01312592 -1.01613007  1.        ]",30.0,0.49193496351272803,"[ 9.27248619e-01  3.01821127e-01  0.00000000e+00  0.00000000e+00
  4.80000000e+01  0.00000000e+00  0.00000000e+00  6.75406885e-03
  1.22194141e+00 -1.01613007e+00  1.00000000e+00]",0
"[ 9.27248619e-01  3.01821127e-01  0.00000000e+00  0.00000000e+00
  4.80000000e+01  0.00000000e+00  0.00000000e+00  6.75406885e-03
  1.22194141e+00 -1.01613007e+00  1.00000000e+00]",48.0,0.49193496351272803,"[ 0.92724862  0.49430909  2.          0.         23.          4.
  0.         -0.70420055 -1.65354636 -1.01613007  1.        ]",0
"[ 0.92724862  0.49430909  2.          0.         23.          4.
  0.         -0.70420055 -1.65354636 -1.01613007  1.        ]",23.0,0.49193496351272803,"[ 0.92724862  0.49430909  2.          0.         23.          4.
  0.         -0.70420055 -1.65354636 -1.01613007  1.        ]",1
"[ 0.94447332 -1.62305851  2.          0.         23.          4.
  0.         -1.41515516 -1.58950432 -1.01613007  1.        ]",23.0,0.49193496351272803,"[ 0.94447332 -0.85310666  1.          0.         28.          2.
  0.         -1.41515516  1.17070777 -1.01613007  1.        ]",0
"[ 0.94447332 -0.85310666  1.          0.         28.          2.
  0.         -1.41515516  1.17070777 -1.01613007  1.        ]",28.0,0.49193496351272803,"[ 0.94447332 -1.62305851  1.          2.         39.          2.
  1.          0.71770868  1.66383151 -1.01613007  1.        ]",0
"[ 0.94447332 -1.62305851  1.          2.         39.          2.
  1.          0.71770868  1.66383151 -1.01613007  1.        ]",39.0,0.49193496351272803,"[ 9.44473318e-01  1.09333163e-01  0.00000000e+00  1.00000000e+00
  4.00000000e+01  1.00000000e+00  3.00000000e+00  6.75406885e-03
 -1.33333614e+00  9.84125976e-01  2.00000000e+00]",0
"[ 9.44473318e-01  1.09333163e-01  0.00000000e+00  1.00000000e+00
  4.00000000e+01  1.00000000e+00  3.00000000e+00  6.75406885e-03
 -1.33333614e+00  9.84125976e-01  2.00000000e+00]",40.0,2.4920629880939718,"[9.44473318e-01 1.45674891e+00 0.00000000e+00 0.00000000e+00
 3.60000000e+01 1.00000000e+00 3.00000000e+00 6.75406885e-03
 6.51967219e-01 9.84125976e-01 2.00000000e+00]",0
"[9.44473318e-01 1.45674891e+00 0.00000000e+00 0.00000000e+00
 3.60000000e+01 1.00000000e+00 3.00000000e+00 6.75406885e-03
 6.51967219e-01 9.84125976e-01 2.00000000e+00]",36.0,2.4920629880939718,"[ 0.94447332 -0.0831548   0.          1.         15.          2.
  2.         -1.41515516  0.3381612   0.98412598  2.        ]",0
"[ 0.94447332 -0.0831548   0.          1.         15.          2.
  2.         -1.41515516  0.3381612   0.98412598  2.        ]",15.0,2.4920629880939718,"[ 0.94447332 -1.04559462  0.          1.         46.          0.
  1.          1.4286633  -0.30866344 -1.01613007  1.        ]",0
"[ 0.94447332 -1.04559462  0.          1.         46.          0.
  1.          1.4286633  -0.30866344 -1.01613007  1.        ]",46.0,0.49193496351272803,"[9.44473318e-01 1.07177298e+00 0.00000000e+00 0.00000000e+00
 4.50000000e+01 3.00000000e+00 3.00000000e+00 6.75406885e-03
 1.40125913e+00 9.84125976e-01 2.00000000e+00]",0
"[9.44473318e-01 1.07177298e+00 0.00000000e+00 0.00000000e+00
 4.50000000e+01 3.00000000e+00 3.00000000e+00 6.75406885e-03
 1.40125913e+00 9.84125976e-01 2.00000000e+00]",45.0,2.4920629880939718,"[ 0.94447332  0.87928502  1.          0.         10.          1.
  0.         -1.41515516 -1.46782443 -1.01613007  1.        ]",0
"[ 0.94447332  0.87928502  1.          0.         10.          1.
  0.         -1.41515516 -1.46782443 -1.01613007  1.        ]",10.0,0.49193496351272803,"[ 0.94447332 -0.0831548   0.          2.         41.          2.
  2.         -0.70420055 -1.23086887 -1.01613007  1.        ]",0
"[ 0.94447332 -0.0831548   0.          2.         41.          2.
  2.         -0.70420055 -1.23086887 -1.01613007  1.        ]",41.0,0.49193496351272803,"[ 0.94447332 -0.0831548   0.          2.         41.          2.
  2.         -0.70420055 -1.23086887 -1.01613007  1.        ]",1
"[ 0.96169802 -1.23808258  0.          1.         26.          3.
  0.         -0.70420055  1.59978947  0.98412598  2.        ]",26.0,2.4920629880939718,"[ 0.96169802  1.64923687  0.          2.         40.          3.
  3.         -0.70420055 -0.23821719  0.98412598  0.        ]",0
"[ 0.96169802  1.64923687  0.          2.         40.          3.
  3.         -0.70420055 -0.23821719  0.98412598  0.        ]",40.0,0.492062988093972,"[ 0.96169802  1.07177298  1.          2.         20.          0.
  0.         -0.70420055  1.18351618 -1.01613007  1.        ]",0
"[ 0.96169802  1.07177298  1.          2.         20.          0.
  0.         -0.70420055  1.18351618 -1.01613007  1.        ]",20.0,0.49193496351272803,"[ 0.96169802  1.07177298  1.          2.         20.          0.
  0.         -0.70420055  1.18351618 -1.01613007  1.        ]",1
"[ 0.97892272 -1.23808258  0.          0.         44.          2.
  0.         -1.41515516  1.25396243 -1.01613007  1.        ]",44.0,0.49193496351272803,"[ 0.97892272 -1.43057055  0.          2.         45.          4.
  2.         -1.41515516  0.88251858  0.98412598  0.        ]",0
"[ 0.97892272 -1.43057055  0.          2.         45.          4.
  2.         -1.41515516  0.88251858  0.98412598  0.        ]",45.0,0.492062988093972,"[ 0.97892272  1.45674891  1.          2.         29.          3.
  0.         -1.41515516  0.29333177  0.98412598  2.        ]",0
"[ 0.97892272  1.45674891  1.          2.         29.          3.
  0.         -1.41515516  0.29333177  0.98412598  2.        ]",29.0,2.4920629880939718,"[ 0.97892272  0.68679705  0.          0.         13.          2.
  0.         -0.70420055  1.63821469  0.98412598  0.        ]",0
"[ 0.97892272  0.68679705  0.          0.         13.          2.
  0.         -0.70420055  1.63821469  0.98412598  0.        ]",13.0,0.492062988093972,"[ 0.97892272  1.07177298  2.          1.         17.          2.
  3.          1.4286633   0.09480144 -1.01613007  1.        ]",0
"[ 0.97892272  1.07177298  2.          1.         17.          2.
  3.          1.4286633   0.09480144 -1.01613007  1.        ]",17.0,0.49193496351272803,"[ 0.97892272 -1.43057055  1.          1.          7.          0.
  1.         -1.41515516  0.64556301 -1.01613007  1.        ]",0
"[ 0.97892272 -1.43057055  1.          1.          7.          0.
  1.         -1.41515516  0.64556301 -1.01613007  1.        ]",7.0,0.49193496351272803,"[ 0.97892272 -0.85310666  0.          0.         35.          4.
  0.          0.71770868  1.18992039  0.98412598  2.        ]",0
"[ 0.97892272 -0.85310666  0.          0.         35.          4.
  0.          0.71770868  1.18992039  0.98412598  2.        ]",35.0,2.4920629880939718,"[ 0.97892272  1.64923687  1.          0.         26.          1.
  0.         -0.70420055 -1.01953013  0.98412598  2.        ]",0
"[ 0.97892272  1.64923687  1.          0.         26.          1.
  0.         -0.70420055 -1.01953013  0.98412598  2.        ]",26.0,2.4920629880939718,"[ 0.97892272 -1.04559462  0.          0.          5.          1.
  3.         -1.41515516  1.66383151  0.98412598  2.        ]",0
"[ 0.97892272 -1.04559462  0.          0.          5.          1.
  3.         -1.41515516  1.66383151  0.98412598  2.        ]",5.0,2.4920629880939718,"[ 0.97892272 -1.04559462  0.          0.          5.          1.
  3.         -1.41515516  1.66383151  0.98412598  2.        ]",1
"[ 0.99614742 -0.66061869  1.          2.          0.          3.
  2.          1.4286633   0.98498585  0.98412598  2.        ]",0.0,2.4920629880939718,"[ 0.99614742  0.68679705  2.          0.          7.          1.
  3.          0.71770868 -0.89785024  0.98412598  2.        ]",0
"[ 0.99614742  0.68679705  2.          0.          7.          1.
  3.          0.71770868 -0.89785024  0.98412598  2.        ]",7.0,2.4920629880939718,"[ 0.99614742  1.07177298  0.          1.         39.          3.
  1.          0.71770868  1.0682405   0.98412598  2.        ]",0
"[ 0.99614742  1.07177298  0.          1.         39.          3.
  1.          0.71770868  1.0682405   0.98412598  2.        ]",39.0,2.4920629880939718,"[ 0.99614742 -0.46813073  0.          2.         32.          3.
  1.         -1.41515516 -0.24462139 -1.01613007  1.        ]",0
"[ 0.99614742 -0.46813073  0.          2.         32.          3.
  1.         -1.41515516 -0.24462139 -1.01613007  1.        ]",32.0,0.49193496351272803,"[ 0.99614742  0.10933316  1.          2.         17.          3.
  0.          1.4286633  -1.54467488  0.98412598  0.        ]",0
"[ 0.99614742  0.10933316  1.          2.         17.          3.
  0.          1.4286633  -1.54467488  0.98412598  0.        ]",17.0,0.492062988093972,"[ 0.99614742  1.07177298  1.          2.         26.          0.
  0.          1.4286633  -0.32147185 -1.01613007  1.        ]",0
"[ 0.99614742  1.07177298  1.          2.         26.          0.
  0.          1.4286633  -0.32147185 -1.01613007  1.        ]",26.0,0.49193496351272803,"[ 9.96147416e-01  4.94309091e-01  1.00000000e+00  0.00000000e+00
  1.30000000e+01  2.00000000e+00  3.00000000e+00  6.75406885e-03
 -3.96868546e-02  9.84125976e-01  2.00000000e+00]",0
"[ 9.96147416e-01  4.94309091e-01  1.00000000e+00  0.00000000e+00
  1.30000000e+01  2.00000000e+00  3.00000000e+00  6.75406885e-03
 -3.96868546e-02  9.84125976e-01  2.00000000e+00]",13.0,2.4920629880939718,"[ 0.99614742 -1.43057055  0.          2.         49.          0.
  1.          0.71770868  1.01700687 -1.01613007  1.        ]",0
"[ 0.99614742 -1.43057055  0.          2.         49.          0.
  1.          0.71770868  1.01700687 -1.01613007  1.        ]",49.0,0.49193496351272803,"[ 0.99614742  1.45674891  1.          0.          9.          0.
  0.          1.4286633   0.41501166 -1.01613007  1.        ]",0
"[ 0.99614742  1.45674891  1.          0.          9.          0.
  0.          1.4286633   0.41501166 -1.01613007  1.        ]",9.0,0.49193496351272803,"[ 0.99614742  1.07177298  1.          0.         31.          1.
  1.          0.71770868  0.26771496  0.98412598  0.        ]",0
"[ 0.99614742  1.07177298  1.          0.         31.          1.
  1.          0.71770868  0.26771496  0.98412598  0.        ]",31.0,0.492062988093972,"[ 0.99614742 -1.04559462  1.          0.         35.          2.
  2.          0.71770868 -1.37176137  0.98412598  2.        ]",0
